name,alias,address,city,country,lat,lon,code_phrase
Aimé Royer,None,"1, boulevard Vaillant 82183 Sainte ÉdithVille",Paris,France,48.6652,2.3103,sequi ullam
Margaux Dias,None,"818, avenue de Leclercq 50381 Cordier-sur-Mer",Paris,France,49.078,2.5849,et veniam
Joseph Bonnin,None,"45, boulevard Célina Laroche 72486 ChartierBourg",Paris,France,48.6136,2.4283,iure iure
Emmanuel Faivre,None,"25, boulevard Marty 76013 Collin-sur-Pierre",Paris,France,49.0413,2.2029,velit sequi
Emmanuel Lacombe,None,chemin Pereira 21374 Leger,Paris,France,48.8976,2.4026,tenetur necessitatibus
Alexandre-Gilles Lombard,None,avenue Émilie Carlier 57832 Prevost-sur-Briand,Paris,France,48.9307,2.2633,dicta quae
Martine Weber,None,"57, rue de Rolland 93695 Diaz",Paris,France,48.9549,2.1736,corrupti enim
Laurent Hernandez,None,"88, boulevard de Fouquet 20031 Riviere",Paris,France,49.0034,2.3886,optio eligendi
Martine Riou-Fernandes,None,"13, boulevard Philippe 15121 Saint Nicoleboeuf",Paris,France,49.0915,2.2306,non iste
Victor Giraud,None,"303, avenue de Boucher 93970 Lemoine-sur-Guillot",Paris,France,48.7408,2.271,tempore iure
Olivier Muller,None,"180, avenue Olivier Payet 42153 Bourdon",Paris,France,48.7745,2.1696,quia voluptatum
Bertrand Le Gall-Lemaitre,None,"175, avenue Delorme 73779 Grenier",Paris,France,48.7048,2.3021,accusantium accusantium
Jeanne Renaud,None,"29, avenue de Vincent 29664 Renault",Paris,France,48.7882,2.2943,quod nihil
Éric Hamon,None,"48, chemin de Charles 66914 Saint Alphonse-la-Forêt",Paris,France,48.6312,2.1463,dignissimos dicta
Honoré Garcia-Denis,None,"54, rue Alfred Dupuy 06482 Dias-sur-Boulanger",Paris,France,48.7102,2.4638,magni corrupti
Roger-Jules Fernandes,None,"58, rue de Lombard 20143 Gerard-sur-Mer",Paris,France,48.8385,2.1058,impedit optio
Anne Grenier,None,"88, boulevard Thomas Marin 22011 Maryboeuf",Paris,France,48.7354,2.2283,exercitationem ad
Bertrand Parent,None,"53, chemin de Marin 73081 Tanguy",Paris,France,48.7156,2.519,odit quibusdam
François Guichard,None,"73, boulevard de Gomez 81720 Goncalves",Paris,France,48.7738,2.5883,corrupti deleniti
Hélène du Cousin,None,"211, rue de Imbert 84180 AntoineVille",Paris,France,48.8901,2.3653,neque sequi
Antoinette Gosselin,None,"81, avenue Hernandez 89203 Durand-la-Forêt",Paris,France,48.6428,2.4636,nemo debitis
Daniel Ribeiro,None,rue Lagarde 69478 Denis-les-Bains,Paris,France,48.7851,2.3739,itaque deserunt
Michelle-Victoire Marques,None,"63, boulevard de Chauvet 43991 Lacombe-sur-Garnier",Paris,France,48.9334,2.3449,rerum consectetur
Bertrand Francois,None,"74, chemin Gerard 94478 Garnier",Paris,France,48.9618,2.5386,quasi beatae
Astrid Lefevre,Calypso,"45, rue de Fournier 16502 Jolydan",Paris,France,48.734,2.1807,at quaerat
Martin Tessier,None,chemin de Thibault 67946 GrondinBourg,Paris,France,48.6531,2.1873,repellendus dolor
Jacques Didier du Germain,None,rue Maryse Pires 89568 Sainte Marthe-la-Forêt,Paris,France,48.7309,2.4638,quod magnam
Thibaut-Alfred Bernier,None,"65, chemin de Leroux 24276 Lefort",Paris,France,49.0332,2.5553,ratione earum
Antoine Normand-Descamps,None,"61, chemin Da Costa 83725 Michaud-sur-Mer",Paris,France,49.0796,2.5025,ipsam possimus
Gilles Daniel,None,rue de Rodriguez 00081 BessonVille,Paris,France,48.9891,2.3842,animi vitae
Éléonore-Corinne Chartier,Clown,"3, rue de Blot 31335 Sainte Julien-sur-Mer",Paris,France,48.925,2.1952,non nihil
Xavier-Augustin Perez,None,"11, boulevard de Deschamps 19707 Renault",Paris,France,49.0479,2.2935,architecto placeat
Zacharie du Laporte,None,"192, rue Noémi Bertrand 35447 BlanchetBourg",Paris,France,48.8099,2.5536,pariatur omnis
Arthur Michel,None,"23, avenue de Millet 87068 Voisinnec",Paris,France,48.9279,2.4605,assumenda reiciendis
Xavier Perrin,None,boulevard Joseph Munoz 99420 Allain,Paris,France,48.9601,2.212,doloremque magnam
Simone Martel,None,"228, chemin de Da Silva 64806 Bernier",Paris,France,49.0423,2.2914,dolore porro
Denise Brun,None,"53, rue de Pierre 05833 Gregoireboeuf",Paris,France,48.9915,2.3521,sit sint
Simone Gauthier,None,"69, avenue Labbe 82623 Cousin-la-Forêt",Paris,France,48.7017,2.5667,commodi perferendis
Christophe Moulin-Moreau,None,"39, chemin Fournier 05200 Verdier",Paris,France,49.0476,2.273,impedit reprehenderit
Auguste Adam,None,"67, chemin Delattre 63516 Perrot-la-Forêt",Paris,France,48.795,2.2107,aut quisquam
Louise Collin,Stiletto,"95, chemin de Bernard 14042 Le Goff",Paris,France,48.6266,2.5124,esse quaerat
Nathalie Auger du Langlois,None,"14, boulevard de Marchand 37254 GiraudVille",Paris,France,48.6993,2.3263,itaque cum
Nathalie-Pénélope Hamel,Oso,"809, rue Susan Foucher 82071 Guillet",Paris,France,48.8377,2.2894,nobis modi
Hélène de la Gaudin,None,"25, chemin Descamps 42220 Sainte Eugène",Paris,France,48.8705,2.5208,odit deserunt
Julien-Édouard Diaz,None,avenue de Francois 65774 Bigot-la-Forêt,Paris,France,49.0648,2.2395,esse quaerat
Alain Chauvin,None,"33, rue Bigot 21242 Turpin",Paris,France,48.7012,2.1623,modi perferendis
Odette Schmitt,Bad,"90, avenue Delahaye 95176 Barthelemy",Paris,France,48.6855,2.162,voluptate numquam
David Aubert,Stiletto,"8, rue de Pichon 41248 Jean-sur-Courtois",Paris,France,48.7264,2.1799,qui nisi
Auguste Daniel,None,"1, avenue de Ferrand 17813 Morel",Paris,France,48.7118,2.3588,expedita labore
Madeleine Fabre,None,"12, avenue Gérard Auger 74868 Hebert",Paris,France,49.0468,2.1339,error voluptates
Frédérique Bouvier,None,"2, rue Danielle Bouvet 08023 Legrand-sur-Garnier",Paris,France,48.6363,2.449,eligendi provident
Odette Raynaud,None,"9, avenue Vincent Nicolas 92526 Arnaudboeuf",Paris,France,48.9679,2.4705,debitis harum
Maurice Robert,Sleepy,"51, chemin de Clerc 92605 Bernier-sur-Courtois",Paris,France,48.6676,2.5072,magni neque
Charles Meyer,None,"68, avenue Duval 82789 Langloisnec",Paris,France,48.8932,2.2398,error doloremque
Nathalie Boucher Le Leveque,None,"462, rue Picard 33995 Navarro",Paris,France,48.6356,2.235,laudantium totam
Lucas de Mercier,None,"26, boulevard Charles Parent 33434 Bousquet",Paris,France,48.9304,2.36,culpa ut
Adrien Charpentier,None,"32, rue Thibault Philippe 28017 Blanchard",Paris,France,48.9692,2.1679,autem sint
Georges Pruvost Le Andre,None,"79, rue Suzanne Jacquot 93776 Bailly",Paris,France,48.9889,2.3094,incidunt labore
Hugues-Adrien Morin,None,"46, rue Leroy 27142 Gomes",Paris,France,48.6942,2.1964,minima soluta
Antoine du Langlois,None,"585, avenue Étienne Pons 53382 Dufour",Paris,France,48.8914,2.5144,provident doloremque
Laetitia Lopes,None,"3, rue de Dos Santos 95016 Bodin-la-Forêt",Paris,France,48.9173,2.3583,consequuntur laborum
Franck Hoareau,None,"33, avenue Vallet 82514 Guyot-les-Bains",Paris,France,48.6875,2.1768,nulla ea
Lucas Turpin,Ambush,"84, chemin Bailly 12095 MaryVille",Paris,France,48.8843,2.1988,ullam beatae
Marcel Gerard,None,"54, boulevard de Blanchard 86312 Daniel",Paris,France,48.9896,2.5807,magnam sunt
Xavier Becker,Tequila,"1, chemin de Gauthier 56629 Couturier-sur-Lopes",Paris,France,49.0142,2.3734,omnis esse
Henriette Charpentier,None,rue de Girard 28718 Lesage-sur-Carre,Paris,France,49.022,2.4699,occaecati quam
Frédérique Le Lebrun,None,"27, rue Roland Louis 25604 Hernandezdan",Paris,France,48.6285,2.4949,ipsa atque
Juliette Marie,None,"9, chemin de Guyon 86430 Rodriguez",Paris,France,49.0223,2.268,numquam aspernatur
Aurélie de Boulanger,None,"6, chemin Becker 86252 Verdierboeuf",Paris,France,48.8955,2.4472,pariatur laudantium
Stéphane Masse-Da Silva,None,"572, rue de Voisin 65841 Saint Xavier",Paris,France,48.8188,2.3314,labore voluptas
Bernadette Perret,None,"1, rue Olivie Guilbert 80282 Bouvet-les-Bains",Paris,France,48.761,2.2882,quisquam voluptatum
Jérôme Martel,None,"510, chemin Pottier 02107 Sainte Robert",Paris,France,48.9765,2.205,dolore nemo
Joseph Charpentier,None,"460, chemin Michelle Martinez 56249 Vidal-sur-Alves",Paris,France,48.8385,2.1572,quis ipsa
Michèle Pascal,Boulder,rue Chretien 58577 Henry,Paris,France,48.6672,2.1858,voluptatum voluptatem
Aimé Ruiz-Leroy,None,"58, boulevard Olivie Martinez 99302 Peltiernec",Paris,France,48.7986,2.4937,a velit
Célina Coste,None,"7, chemin Perrot 38781 Marques",Paris,France,48.9862,2.1236,dolor aliquid
Marthe Marty,None,chemin de Chauvin 77128 Fischer,Paris,France,48.9761,2.5829,voluptates eveniet
William Barbe,None,"5, avenue Margot Albert 83280 Sainte Victor",Paris,France,48.824,2.3677,esse maiores
Bernard-Luc Perrot,None,"48, avenue Riviere 89317 Masson",Paris,France,48.7625,2.2398,atque doloribus
Patrick Albert,None,"2, boulevard Allard 95404 Barbe",Paris,France,48.876,2.4887,ducimus eligendi
Antoine Reynaud,None,"9, boulevard de Riviere 40752 Hubert",Paris,France,49.0471,2.3761,eum repellat
Audrey Bonneau,None,"46, boulevard de Prevost 24252 Raymond-sur-Jacquot",Paris,France,48.6716,2.1345,ratione sunt
Chantal Le Lagarde,None,"958, chemin de Benard 62609 TexierVille",Paris,France,48.7394,2.2732,eaque veniam
Théophile Couturier,Caprice,"55, rue Margaud Guillot 96471 Labbe",Paris,France,49.0272,2.3403,incidunt animi
Michèle Guyon,None,boulevard Margot Gregoire 89397 Fernandesnec,Paris,France,49.0772,2.4321,veritatis dicta
Jeannine Vallee,None,"4, chemin de Joly 03165 Meyer",Paris,France,48.7429,2.4216,laborum facere
Michelle-Michelle Clerc,None,"78, chemin Cousin 70014 Jacob-sur-Teixeira",Paris,France,48.6675,2.5671,natus recusandae
Jacques-Paul Adam,None,"35, rue Henry 94741 Bigot",Paris,France,48.6398,2.1697,commodi explicabo
Margaret Blondel,None,"78, avenue Adrien Adam 40357 Saint Margaret",Paris,France,49.0379,2.4346,delectus at
Agnès Delmas,Gordo,"3, avenue de Gaudin 35663 Sainte Dorothéenec",Paris,France,48.9466,2.3873,quod suscipit
Henri Roy,None,"49, rue de Ledoux 98955 Brun-la-Forêt",Paris,France,48.9761,2.2251,voluptatibus quisquam
Noël Moulin,None,"850, rue de Prevost 07289 LopezBourg",Paris,France,48.7908,2.2428,blanditiis atque
Alain Paris,Vixen,"91, boulevard Michel 16886 Saint Michelle",Paris,France,48.7383,2.1687,at perferendis
Grégoire-Denis Regnier,Freestyle,avenue Suzanne Traore 84349 Reynaud-sur-Torres,Paris,France,48.9109,2.1885,cupiditate laudantium
daisy Traore,None,"938, chemin de Guilbert 72731 Beguedan",Paris,France,48.6747,2.3883,magni quas
Charles Leroux,None,"80, chemin Leger 50117 Brunel",Paris,France,48.7471,2.2447,tenetur ea
Thibaut Herve,None,"50, chemin de Deschamps 63024 Saint Bertrand",Paris,France,48.6806,2.4568,ipsa soluta
Édouard Grenier,None,"32, boulevard Guy Boulanger 70684 Chartier",Paris,France,49.0133,2.5207,accusantium aut
Alexandre-Vincent Blanchard,None,rue de Jacques 14754 JeanBourg,Paris,France,48.6518,2.5269,unde aliquid
Margaux Philippe,None,"581, chemin de Lambert 47516 Sainte Susannec",Paris,France,48.9864,2.4248,molestiae placeat
Corinne Aubert,None,"2, chemin Jean Masson 04848 Saint Julie",Paris,France,48.9801,2.3612,dolores quae
Eugène Ledoux,None,rue Alphonse Charpentier 47350 Godard,Paris,France,49.0442,2.591,neque sunt
Marcel Maury,None,chemin Inès Colin 39683 Guillot,Paris,France,48.9184,2.2674,velit amet
Lucie Le Guyon,None,"8, rue de Barbe 59715 Bertrand",Paris,France,48.8279,2.1732,temporibus molestiae
Luc Caron,None,"602, chemin de Berthelot 35773 Diaz",Paris,France,48.927,2.2978,corrupti in
Roger Garcia,None,"64, rue Thomas Dupre 88144 Marin-sur-Barthelemy",Paris,France,48.7766,2.5733,quasi repudiandae
Emmanuel Philippe-Wagner,None,"27, rue Normand 20702 Peron",Paris,France,48.9603,2.1765,ab libero
Amélie Hamon de la Andre,None,"93, rue Isaac Foucher 66138 Morenoboeuf",Paris,France,48.8677,2.5562,ipsa odio
Céline Ollivier,None,"199, boulevard Mahe 82008 Delaunay",Paris,France,48.9137,2.4073,molestiae sapiente
Martin Lemaitre,None,"110, boulevard de Weiss 80419 Saint Audrey",Paris,France,48.9368,2.4295,facilis autem
Émilie Letellier,None,"1, boulevard de Mendes 19927 Charrierboeuf",Paris,France,48.7674,2.3727,occaecati modi
Patricia Fabre,None,"3, rue Monique Brun 18891 Bourdon-la-Forêt",Paris,France,49.0106,2.1619,ducimus aut
Gérard-Jean Aubry,None,rue de Didier 49765 Da Silva,Paris,France,49.0455,2.4509,fuga reprehenderit
Michèle-Zoé Gosselin,None,"42, rue Françoise Gimenez 54280 LetellierVille",Paris,France,48.7118,2.4448,recusandae laborum
Thomas Vaillant,Foxy,rue daisy Guillot 91787 Fontaine,Paris,France,48.9323,2.5354,iusto eius
Marthe Barre,None,"81, avenue Élise Gomez 41254 Georges",Paris,France,49.0004,2.5887,ad at
Robert De Sousa-Gilles,None,avenue Constance Julien 69564 BarreVille,Paris,France,48.7184,2.1562,harum accusantium
Nathalie Leblanc,None,"3, chemin de Camus 02611 Pineau",Paris,France,49.0824,2.2231,quidem voluptatem
Matthieu Colas,None,"1, rue de Delahaye 22401 Lejeune",Paris,France,48.7792,2.3504,consequuntur architecto
Suzanne-Sabine Hoarau,None,"24, chemin Guilbert 97946 Ledoux-sur-Monnier",Paris,France,49.0185,2.1048,asperiores magnam
Gabrielle Guibert,None,"639, avenue Augustin Hamel 27268 Laurent",Paris,France,48.7213,2.3915,magni dicta
René Louis,Goldie,"3, chemin Gay 39929 Dumas",Paris,France,48.6203,2.3482,non vel
Martine Allain,None,"83, rue Rossi 44676 Lefort",Paris,France,49.0746,2.1781,pariatur rerum
Christiane Grondin,None,"50, rue de Perez 47445 Fernandez-sur-Delannoy",Paris,France,48.8265,2.4934,aspernatur consequuntur
Michel Dos Santos,None,"56, chemin Perez 72775 Marin",Paris,France,49.0131,2.1183,ratione eum
Christophe Michaud,None,"97, boulevard Édith Meunier 49632 Saint Susan",Paris,France,48.6466,2.4125,dolore similique
Léon Bertrand,None,"2, avenue Costa 76090 Duhamel",Paris,France,48.8441,2.5189,nobis tempora
Léon Samson,None,"97, boulevard Charles 95491 Vaillant",Paris,France,48.8303,2.323,ullam est
Raymond Pasquier,None,"89, boulevard de Robin 66903 Lefebvre-les-Bains",Paris,France,48.8774,2.1327,inventore sunt
Odette Gomez,None,"4, boulevard Aimée Godard 25162 Martinez",Paris,France,48.6686,2.5078,repellat libero
Margaux Rocher,None,avenue Nicolas 21875 WeissBourg,Paris,France,48.7871,2.5071,a harum
Jacqueline Baron Le Merle,None,"82, chemin de Mahe 62961 Meyerdan",Paris,France,48.8533,2.1265,mollitia nemo
Simone Alves,None,"10, avenue Clerc 41566 Bernard",Paris,France,48.9989,2.3024,inventore vel
Gérard Fouquet,None,boulevard Dumont 98703 LebonBourg,Paris,France,48.9078,2.4492,quasi iusto
Marc Rousseau,None,"9, rue de Rossi 45671 Saint MarcelleVille",Paris,France,48.9019,2.4733,voluptatum veniam
Arthur Coste,None,"583, rue de Perrier 37488 Aubert",Paris,France,48.7402,2.4209,animi neque
Jacques Mallet,None,"54, chemin Camille Garnier 90038 MartinBourg",Paris,France,48.9868,2.1259,dicta veritatis
Yves Hernandez,None,"57, avenue de Blanc 28275 Remy-la-Forêt",Paris,France,48.8013,2.5882,consectetur quo
Honoré Diaz,None,"75, boulevard Diane Michel 26980 Noel",Paris,France,48.7357,2.3367,doloremque vel
Pierre Lecoq,None,"243, avenue Vincent Nguyen 99350 Sainte Benjamin",Paris,France,49.0358,2.165,voluptates veniam
Éric-Émile Pottier,None,"76, rue de Bouvier 45568 Saint Claude",Paris,France,48.8205,2.3834,omnis saepe
Hugues du Dupont,None,"598, boulevard de Perez 79294 Saint Audrey-les-Bains",Paris,France,48.8719,2.3857,asperiores vitae
Benjamin Meunier,None,"50, rue Lemoine 17923 Saint Timothée",Paris,France,48.8196,2.1296,commodi repellat
Thibault Francois,None,rue Hoarau 89735 Allain,Paris,France,48.8101,2.2674,praesentium enim
Franck-Christophe Cousin,None,"76, rue Michelle Nguyen 95840 Aubry",Paris,France,48.8772,2.2749,non deserunt
Élodie Poirier,None,"46, avenue de Lemaitre 34884 GilbertVille",Paris,France,48.6074,2.2668,voluptatem enim
Emmanuelle Bouvet-Renaud,None,avenue Collin 46944 Pereira,Paris,France,48.6762,2.3063,nobis excepturi
Emmanuel-Xavier Carpentier,None,chemin Martin Faivre 79659 Chevalier-sur-Guyon,Paris,France,48.7346,2.291,ullam temporibus
Robert Collin,None,"2, rue Pascal 49808 Chretien",Paris,France,48.8856,2.2789,id corrupti
Alex Dupont,Blaze,"15, avenue de Guibert 31410 Sainte Dianeboeuf",Paris,France,49.0734,2.5115,iusto alias
Laurent Didier,None,boulevard Lopes 88331 Martindan,Paris,France,48.9707,2.3748,necessitatibus neque
Alexandre Perrin,None,avenue de Cohen 38043 BoucherVille,Paris,France,48.8946,2.3542,molestias nisi
Bernard Dos Santos,None,boulevard de Raymond 96811 Barbier-sur-Hubert,Paris,France,48.6535,2.2885,cumque repudiandae
Éric Thomas,None,"37, rue Maury 00220 Chauvin",Paris,France,48.8787,2.5867,fuga nisi
Zacharie Legros,None,"66, rue de Costa 07522 Leroux",Paris,France,48.846,2.1161,ducimus perferendis
Isaac Fontaine,Chao,"90, chemin Thierry 20004 Saint Laetitia-les-Bains",Paris,France,48.6084,2.5356,ducimus sed
Monique Valentin-Vallee,None,"93, avenue de Letellier 14660 Blot",Paris,France,48.8958,2.592,quo fugiat
Capucine Gomez,None,"82, rue de Paris 58379 Sainte Anoukboeuf",Paris,France,49.0327,2.5953,asperiores at
Timothée Hamel,None,"48, rue Juliette Poulain 33627 Boulay",Paris,France,48.8254,2.2086,possimus et
Nath Gallet,None,"81, avenue de Reynaud 61212 Marechal",Paris,France,48.7353,2.5331,ipsum vero
Alice Rousseau,None,"53, boulevard Rey 89544 Germain",Paris,France,48.7622,2.263,error labore
Vincent Mace,None,"27, rue Thibaut De Sousa 48926 DeschampsVille",Paris,France,48.6382,2.4497,minima id
Monique Guillou,None,"37, boulevard Weiss 66468 Godard-sur-Mer",Paris,France,48.6881,2.2732,quo excepturi
Suzanne Guichard,None,"52, boulevard Alphonse Moulin 45605 Jolydan",Paris,France,48.8144,2.5276,temporibus quia
Denis Lambert,None,boulevard de Hebert 13884 Guyon,Paris,France,48.9643,2.2527,aspernatur magnam
Benjamin Laine,None,"20, avenue de Lemaire 19920 Petit",Paris,France,48.7745,2.1317,earum perspiciatis
Timothée Leconte,None,"511, boulevard Laure Labbe 68648 Saint MarcVille",Paris,France,49.0737,2.5041,similique fugit
Hugues Peron,None,"4, chemin Célina Weber 12881 Caron-sur-Vincent",Paris,France,48.8333,2.1052,expedita ab
Margot Vallet du Becker,None,"2, rue Delaunay 97504 Fontainenec",Paris,France,48.6375,2.2805,numquam qui
Pénélope Delorme,None,"840, chemin Alfred Robin 18802 Saint Christophe",Paris,France,49.0499,2.1734,officiis nulla
Christelle Fontaine,None,"68, chemin Théophile Salmon 13793 Huet",Paris,France,48.9016,2.5765,asperiores amet
Noël Chauvin,None,"24, rue Bourdon 75395 Leclercq",Paris,France,48.8114,2.459,commodi saepe
Suzanne Chartier,None,"65, rue Chauveau 33315 Sainte Charles",Paris,France,49.0833,2.1891,voluptate labore
Théodore Masson,None,"849, boulevard de Ramos 28845 Sainte Dorothée-les-Bains",Paris,France,48.9014,2.4904,quae et
Nicolas Leroy,None,avenue Martine Samson 86610 Renaud-sur-Navarro,Paris,France,48.6378,2.5507,nisi suscipit
Michelle De Oliveira,None,"86, rue Marcel Thomas 51671 RocheVille",Paris,France,49.014,2.3694,a commodi
Thomas Moulin,None,avenue Alix Devaux 44474 Maury,Paris,France,48.7016,2.2562,totam id
Marine Roche-Julien,None,"34, avenue de Teixeira 24629 Vallee",Paris,France,48.657,2.2895,corporis natus
Claire Michel,None,"97, boulevard Renée Charles 19754 Dufourdan",Paris,France,49.0765,2.5487,nostrum natus
Philippine Muller,None,"36, rue Roland Mercier 22462 Leclerc-sur-Lecomte",Paris,France,48.7219,2.2945,quisquam fuga
Laurent Collet,None,"88, avenue Maillet 52938 Saint RobertBourg",Paris,France,48.9168,2.3679,ab ullam
Bernard Hoarau-Regnier,None,"57, boulevard Torres 65286 Peron",Paris,France,48.7093,2.4705,voluptas perspiciatis
